"class","Alcohol","Malic_acid","Ash","Alcalinity_of_ash","Magnesium","Total_phenols","Flavanoids","Nonflavanoid_phenols","Proanthocyanins","Color_intensity","Hue","Od_Hod_of_diluted_wines","Proline"
2,14.080076,1.705944,2.277715,15.298485,102.632718,2.506032,3.477464,0.183387,2.457312,3.52079,1.01114,3.008618,873.505868
3,12.424533,2.321109,2.847175,26.06701,103.28282,1.822731,0.515457,0.617852,1.265827,4.36284,0.693859,1.926474,486.070958
3,14.232176,1.159638,2.83728,17.868913,105.516586,1.868299,0.540049,0.569221,2.814253,11.119923,0.65153,1.234442,643.211793
3,13.707402,3.480181,2.377198,22.155354,125.852121,1.432716,0.810593,0.578778,1.566677,6.460636,1.308821,3.378962,470.419186
2,12.776999,0.970992,1.989978,15.628668,93.54323,2.522945,2.70094,0.277832,1.717665,3.746394,0.991058,3.10896,404.569599
3,12.952313,1.808043,2.542086,25.460636,99.469121,1.65595,0.49777,0.288244,1.224135,8.392719,0.638118,2.079063,949.243572
1,14.200234,1.441655,2.449382,15.882759,108.105858,3.797572,3.377864,0.320237,2.507466,5.760476,0.938997,2.766381,1450.662933
3,14.632341,1.874464,2.38051,19.597946,109.188005,2.489346,0.609492,0.493795,0.981469,3.871087,0.689089,1.688996,404.895276
2,12.577112,1.620487,2.391094,16.395977,95.024791,2.701567,0.679769,0.48201,1.946077,5.610848,0.878189,2.724032,460.148978
1,14.342141,2.325085,2.238794,12.97439,104.230393,2.728789,2.819924,0.27157,1.924938,3.4104,1.082722,3.675998,831.713643
2,12.404759,1.00783,2.344154,19.633399,99.979247,1.622239,2.096464,0.342427,0.915309,4.573774,1.017761,2.156864,698.223212
2,13.00911,1.816102,2.921171,18.341537,90.80985,1.909821,1.547975,0.600774,0.784223,3.53295,1.0847,1.992604,487.598341
1,13.551663,3.883582,2.29727,17.883681,109.782326,3.037698,3.864261,0.316751,1.780054,10.972941,1.263636,2.925324,1611.06962
2,13.648132,1.461957,2.388858,21.197362,111.434773,1.657583,0.909273,0.424764,1.48086,2.195244,1.315967,2.075838,751.087887
1,12.882013,1.612294,2.582926,22.028596,107.634067,2.755858,2.735146,0.303209,1.511385,5.701394,1.099469,2.308235,1331.145062
2,11.85796,1.650092,2.640934,17.334564,99.907077,1.75261,2.435473,0.424047,1.379552,3.112751,1.267533,2.712638,921.945376
1,14.238698,1.807396,2.412914,17.503357,147.029256,2.568317,2.374072,0.178831,1.489799,5.905804,0.914836,3.123234,897.297835
2,13.566679,1.597408,2.288231,17.373184,105.595038,1.895678,2.040441,0.211325,0.841638,3.612317,1.133756,2.033759,322.751855
1,13.328908,2.452328,2.575994,17.918726,119.892371,3.215744,3.678228,0.272564,3.050467,4.707344,1.059664,3.219213,884.709677
2,12.208703,1.824369,1.926664,18.822145,84.276038,3.368007,0.668392,0.365937,0.683143,2.815696,0.959201,3.084563,512.420985
3,13.298434,2.471971,2.56652,17.927415,97.833018,1.377632,1.472912,0.670726,1.570585,6.22219,0.858961,1.665587,514.07927
2,12.528719,1.804584,2.097202,23.562349,85.8575,2.434123,2.167306,0.358185,1.324172,3.061998,0.973634,3.180171,624.896111
1,12.829903,1.685624,2.483641,20.092515,99.193902,2.966614,0.621489,0.267781,1.712616,5.710564,1.083132,3.442678,1063.224128
2,12.394662,1.056131,1.989744,17.07601,122.736534,2.344256,1.955746,0.245533,1.94956,3.363305,1.283538,3.17513,640.112874
3,13.005105,2.855065,1.753804,19.286429,105.552177,1.982025,0.784761,0.268966,1.472966,9.855609,0.612979,1.822802,983.040834
2,13.209798,1.653098,2.650031,16.488291,95.988083,2.607989,2.852788,0.26974,1.322652,3.630065,1.218766,3.724155,378.330237
3,13.768247,2.830152,2.523089,19.110083,88.998621,1.839247,0.777789,0.563848,1.125251,2.512952,0.609126,1.490302,609.142443
1,13.458876,1.579129,2.744726,18.0675,92.020132,3.466233,3.973288,0.335033,1.734963,8.656042,1.082154,3.726325,1222.360398
1,12.988526,2.038235,2.489899,19.890252,106.785892,3.462152,3.813942,0.33852,2.684628,6.158026,1.050019,3.450892,1413.650184
2,11.29359,1.075535,2.255886,18.647989,97.705988,2.395733,0.604995,0.257856,1.252475,3.774775,1.195527,2.189667,715.072821
1,13.775617,1.899288,2.364481,19.458445,90.46128,2.840152,3.180351,0.311784,2.129821,5.382581,0.996879,2.75544,1107.808496
3,13.40259,2.866829,1.835205,20.63479,94.083278,1.577781,1.242125,0.321639,1.365116,3.844567,0.656786,2.248114,937.370541
2,11.803869,1.321568,1.986735,21.143636,87.205144,2.012702,1.149308,0.301655,0.749931,2.419558,0.915309,2.222436,483.580834
2,12.435729,1.118322,1.964673,14.782523,85.602409,2.538673,1.827895,0.364116,1.57755,3.239233,0.856113,2.811514,576.550276
2,12.95431,1.789947,2.981878,19.034978,85.812633,2.744547,2.834295,0.31766,2.137107,1.663763,1.039433,2.96593,527.925181
2,11.864318,1.684764,2.415824,25.33194,81.533507,1.711035,1.085043,0.425321,1.407258,3.545813,1.098832,3.613613,521.136968
1,13.595336,0.855036,2.737583,19.753123,102.658865,2.615417,2.59142,0.270868,1.588577,3.370801,0.998452,3.529192,1165.819341
2,11.547302,1.679636,2.703465,18.926397,78.877477,1.568947,1.374361,0.44641,1.308918,3.459009,0.930473,3.170989,596.640834
2,11.973667,2.201918,2.266284,25.076206,75.890539,1.955127,1.971335,0.418469,2.764086,2.234503,0.966183,1.743987,568.656823
2,12.130517,1.679305,2.619182,18.839493,85.013104,1.655627,1.98257,0.327359,0.566968,3.36929,1.192722,3.690506,534.215085
1,13.302337,4.286543,2.533048,16.865559,93.452042,2.714134,1.343133,0.246768,1.242506,4.658797,0.759628,2.168054,614.455855
3,12.914035,5.294656,1.799128,16.242777,83.119583,3.204129,1.791119,0.277905,1.584981,8.956285,0.543999,1.669576,847.441746
1,13.750134,1.90821,2.821524,19.125392,101.477562,3.204563,3.313597,0.274381,1.413406,6.800831,0.833196,2.915452,1197.668725
2,12.151991,4.502147,2.389411,24.060925,80.769438,1.41755,1.146377,0.270217,1.616927,2.210894,0.898241,3.063498,514.248713
2,11.7384,3.845249,2.44193,26.425491,81.450119,3.094172,2.732552,0.342975,1.314657,2.175855,1.334917,2.212684,540.047711
2,12.723314,3.894633,2.370517,21.293812,92.285044,1.477441,1.038967,0.341757,1.735198,2.833897,1.274958,3.138816,351.857628
3,12.524382,1.988666,1.814399,22.121526,88.937509,1.41066,0.936556,0.255235,2.386721,3.004733,0.678937,1.660569,635.198327
2,12.772001,1.310136,2.333224,19.520525,108.899357,2.284395,2.184583,0.200514,1.746243,2.183796,1.378661,1.415244,1038.897605
1,13.053913,1.719839,2.703978,15.81383,85.39038,3.11276,3.336345,0.349254,0.770797,5.268791,1.086051,2.853776,905.747889
2,12.494703,4.371863,1.984922,20.835113,99.428484,1.479908,1.76216,0.594707,1.49895,3.976272,0.949139,2.71408,547.367231
3,12.481748,2.660497,2.728881,24.073978,138.199005,1.512815,0.628544,0.453556,0.672484,6.809622,0.630891,3.228881,1003.482511
1,12.906172,1.69251,2.440133,18.097353,106.635912,3.060422,4.206317,0.226171,2.036855,5.71847,1.304492,2.572197,1300.432932
3,14.395422,5.633754,2.329591,19.53443,101.21153,1.845087,0.899922,0.207607,0.908033,4.782184,0.673835,2.203291,569.989312
2,13.367833,2.877653,2.405635,20.889828,89.252013,2.700799,2.650999,0.365541,1.9258,3.264658,0.983147,2.238802,384.818377
2,12.104958,1.861907,2.05827,14.400441,84.655477,2.757175,1.951517,0.439901,1.354012,3.387334,0.973217,2.686126,433.46442
2,12.570318,4.850375,2.396046,19.556346,76.402055,2.151542,1.97545,0.571444,2.005497,6.424152,0.974751,2.802976,469.322897
1,14.210054,1.656915,2.227998,15.480813,97.581132,2.400328,2.912047,0.403214,1.409794,5.067664,1.365557,3.381944,871.292175
3,13.038911,3.989079,2.557568,27.283949,97.523927,1.961914,0.367516,0.551686,0.958545,5.916532,0.507541,2.154844,529.892496
3,13.006479,1.293149,2.354181,19.751924,85.665055,1.944859,0.636907,0.510191,1.220612,12.947953,0.613953,2.380914,654.095897
3,12.378548,4.513877,2.052759,17.367892,95.023904,1.901458,0.820473,0.481249,1.416488,5.385463,0.959419,1.649687,574.371376
3,13.112468,4.791279,2.580866,21.102084,98.748973,2.008065,0.620168,0.284743,1.037705,10.002905,0.53828,1.716495,677.611263
2,13.192286,4.756541,2.130034,19.177602,86.977609,2.510706,1.042076,0.325544,0.854753,3.527498,0.947326,2.704042,388.237428
2,13.881674,4.191551,2.584871,19.754562,84.147049,1.368144,1.58136,0.47727,1.713577,2.000629,1.087038,3.020215,494.861
3,13.055001,4.671409,2.575648,22.193084,102.941774,1.526962,0.806423,0.482985,1.442053,2.555826,0.869279,2.119646,848.304003
2,13.0529,1.514,2.495925,19.374203,87.85063,2.687157,2.490053,0.230844,1.258061,2.013375,0.968614,2.874282,339.386151
1,13.260849,1.888343,2.003053,16.70461,101.854595,2.529217,2.773656,0.390281,1.485931,4.640628,1.073015,3.482528,1002.229639
1,13.862265,1.391575,2.699766,20.212626,146.38157,3.048195,0.913364,0.312791,1.826573,6.085425,0.895648,2.671226,929.115548
1,12.961956,5.046931,2.747097,19.658373,99.382387,3.559743,0.564551,0.46735,1.269143,4.860166,0.937981,3.079364,936.335676
1,14.248623,1.975015,2.446093,23.965715,95.148776,2.592538,2.991369,0.287132,1.636164,4.655834,1.074787,2.97615,1189.19535
2,11.592027,1.839166,2.354748,22.888385,81.739603,1.480682,3.548009,0.327393,2.719749,2.494967,1.383495,1.713637,495.352583
2,11.849531,2.255525,2.28147,24.68128,90.758839,2.610758,0.52581,0.385563,0.844436,5.099644,1.023726,3.518261,364.435913
2,12.491683,1.560707,2.715706,21.939941,87.587933,1.940027,0.343174,0.197357,0.631659,4.684585,1.042064,3.144391,438.675792
3,11.240391,3.119875,3.045324,23.745306,97.020323,1.387562,0.463311,0.525126,1.653813,7.356745,0.607547,2.216815,530.787874
3,13.527735,3.18299,2.702692,17.049804,120.082308,2.336945,1.80361,0.321635,1.569527,6.192909,0.824331,2.361636,542.992307
1,14.651788,1.82212,2.518578,20.041482,104.009465,1.332174,1.440842,0.269058,2.292526,5.682976,1.112218,3.850421,828.145327
3,13.791251,3.040127,2.473087,20.866007,123.793105,2.508161,3.671882,0.517666,2.892656,5.106802,0.921753,1.498682,577.815496
2,12.894439,1.304404,2.285635,17.938661,86.380981,1.314887,1.227696,0.468663,1.264407,6.50134,0.850778,3.032009,475.274798
1,13.532611,2.812271,2.58696,21.414512,101.300866,2.747959,2.178117,0.26707,1.570525,3.883766,1.213875,2.169761,1360.932549
2,12.416383,2.315188,2.421422,22.648032,125.453563,3.769208,2.024078,0.370012,1.596448,5.357001,1.035215,3.706114,868.751125
1,13.492571,1.703483,2.485116,17.633887,89.299511,2.284905,2.138145,0.523345,1.514377,5.883326,1.290008,2.677345,1404.517926
2,12.599673,4.603828,2.260359,18.556444,89.406515,2.254465,1.93512,0.256378,0.715887,2.760927,1.076154,2.795173,539.630508
1,14.123587,3.511314,1.677922,14.887008,105.115965,2.060381,2.136568,0.226718,1.799985,4.567908,0.968026,3.776317,935.991228
2,12.75827,1.43092,1.741635,15.290557,77.294159,1.716802,1.468842,0.340542,1.592051,3.959269,1.083069,2.077827,497.533092
2,12.390165,2.597954,2.389413,21.57159,101.133882,2.669821,2.761499,0.570022,1.881477,3.569289,1.276923,3.008679,389.107003
1,13.387068,1.615879,2.358797,21.260645,96.734925,2.108898,2.452434,0.288081,1.931644,5.561276,1.06616,1.618719,746.236078
1,14.050889,1.732946,2.752023,14.508298,98.623781,3.348137,3.494901,0.272063,1.944914,10.231265,1.197144,2.94236,1194.249581
3,12.396399,4.318197,2.480326,24.564473,122.458121,1.913495,2.006268,0.554648,1.834754,12.942553,0.690629,3.213345,928.526537
1,13.624078,3.821666,2.350499,27.374316,102.150263,2.547474,3.502953,0.312705,1.83332,6.376625,1.345469,3.517999,1326.510521
1,12.94992,4.180182,2.260921,21.365182,98.277684,2.68658,2.571582,0.399834,1.310028,8.96962,1.097329,2.8155,1008.335385
2,11.943347,3.017256,2.414662,22.234114,104.62016,2.035879,1.658339,0.42504,1.640263,2.07079,0.646017,2.649052,403.972205
1,13.498294,2.001893,2.312402,15.579751,110.726137,3.589493,3.025204,0.172918,1.656623,4.201025,1.090213,2.871062,1026.505837
3,13.320091,2.845548,1.824226,23.918287,88.443874,1.510955,0.476193,0.418465,0.888071,4.385202,0.823283,2.515039,565.008735
3,13.083498,3.710351,2.39651,22.305308,97.844967,1.908673,1.022027,0.214631,1.473082,10.250598,0.848008,2.234804,589.689085
3,12.872508,1.800974,2.849129,13.589861,132.961397,1.656417,0.644526,0.272775,1.50186,7.677574,0.613403,3.019191,403.372577
2,11.489804,1.643858,2.391088,16.166833,80.855591,1.942346,1.542271,0.316877,1.220237,2.925097,0.977576,2.787956,395.454149
1,13.71228,0.987194,2.494632,15.078278,97.82614,2.30296,2.026481,0.273522,1.314495,6.55517,1.354906,3.517241,1200.688238
3,11.964385,4.006742,2.855789,25.940991,88.793206,2.595521,1.549782,0.202871,1.203755,5.75044,0.569595,1.739319,713.21962
1,12.801736,2.186459,2.064437,17.807536,124.906508,2.442568,2.59124,0.454724,1.908874,4.320944,1.067313,3.365844,913.287616
3,12.409267,2.864041,2.569886,21.996258,90.551205,1.563979,0.768249,0.580477,0.796309,4.674902,0.550712,1.321185,477.912803
2,11.992362,0.998449,1.900579,24.719052,116.788941,1.420385,1.450395,0.343696,1.586128,3.803598,0.607594,3.823587,935.50059
3,13.574014,3.657466,2.47037,22.086723,87.496239,1.653151,0.433766,0.403286,1.423644,9.675264,0.755024,1.971605,685.629952
1,13.141924,1.194792,2.758758,19.174209,106.074074,1.546285,1.745516,0.626999,2.014704,4.576669,1.226579,1.690775,387.941007
2,14.036296,2.897178,2.566657,23.317561,107.729943,1.54318,1.727893,0.440016,1.661955,2.751384,0.964843,1.371594,418.144012
3,14.34648,4.99554,2.768717,26.121278,96.823683,1.92538,0.643249,0.427228,1.968075,11.090266,0.611263,1.674504,620.154105
1,13.633116,1.714639,2.248127,18.062933,111.285059,2.613668,3.968817,0.260059,2.038867,5.888598,1.165,3.163019,1417.940911
1,14.374051,1.737546,2.541605,13.988834,100.261038,2.186304,1.422845,0.331618,1.27283,5.908219,0.94671,2.690172,1270.965209
3,13.149527,4.93768,2.244082,17.936358,124.752656,1.181861,0.8036,0.578678,2.65643,10.388596,0.689167,2.570094,977.499577
3,14.522511,4.245763,2.271765,19.629988,89.696786,1.808176,0.71064,0.571196,0.881156,5.571877,0.748838,1.849629,485.237612
1,13.586181,1.83093,2.679362,18.033233,105.345911,2.235966,1.818484,0.266459,1.624167,2.629872,0.766546,3.571265,1398.0468
1,13.639199,4.240195,2.08437,17.802609,98.657389,3.647234,3.438363,0.210856,2.342631,4.854575,1.021005,2.723117,782.254369
2,11.727271,1.693238,2.23466,21.347691,85.900997,2.191157,2.543925,0.200933,1.923103,2.341763,1.172916,2.955111,670.746062
3,12.931253,1.809703,2.220635,18.806279,104.823651,2.942936,3.393463,0.412852,1.830647,2.428068,0.619968,2.776681,1320.873815
3,12.413671,5.135162,2.390995,21.09154,105.333385,1.128712,3.500941,0.486577,1.972914,8.358835,0.782307,1.263855,962.396984
2,12.381029,1.356417,2.064517,18.022473,79.322168,1.292522,3.41974,0.410075,1.311405,2.486842,1.098844,3.039947,692.342112
2,11.71273,4.055653,2.306412,22.819243,92.191356,1.892328,2.178385,0.278779,1.63416,2.586731,1.074197,2.774103,597.48817
3,13.483273,1.590686,2.366229,20.170804,95.585426,1.945817,0.581604,0.559587,1.300152,6.23681,0.717352,1.12515,567.989586
3,13.509107,1.532633,2.359888,14.604897,98.400668,1.516635,3.036815,0.426509,1.540091,9.780727,0.468364,1.560441,715.141165
3,11.355797,3.81503,2.698087,27.476918,100.7924,2.684153,2.728809,0.238854,1.683566,6.30026,0.813961,2.725152,641.554641
2,11.901806,1.978299,2.345677,19.29465,124.241012,1.828195,1.916377,0.323131,1.344453,2.982205,0.762919,2.261528,717.775658
1,12.168461,2.296016,2.255453,24.617494,95.581861,1.535262,1.901494,0.279597,1.348433,11.562541,1.223725,1.618553,535.870835
1,14.220669,1.912416,2.577036,15.87085,109.219065,2.502535,0.805818,0.41967,1.344095,4.659288,1.33724,2.723392,1206.912248
3,12.372938,2.948442,2.596319,20.837543,104.240803,1.411584,0.795978,0.447217,0.984417,7.253988,0.604922,2.268727,685.145658
2,13.907275,3.18413,2.366263,23.417925,83.00425,3.573841,2.690812,0.293524,1.880988,2.858016,1.034569,3.234672,393.432586
2,12.546713,1.01349,2.066579,18.966942,84.793401,2.290797,0.664009,0.176433,0.788044,2.181219,0.822549,2.788233,314.978666
2,12.965142,1.046723,2.222118,21.496723,97.81942,2.500239,2.227517,0.544979,1.867068,1.840017,1.187405,3.289011,429.689381
3,13.547964,2.179402,2.36685,15.78958,105.991148,1.219643,0.436497,0.514101,1.561787,8.338758,0.644239,1.260651,1000.049922
1,12.621362,1.612474,2.475001,15.037803,103.878235,2.731847,2.813708,0.380627,1.874178,6.058796,1.008735,3.695473,1198.157112
3,11.977488,3.388818,2.531118,22.672632,90.826589,1.624065,0.497635,0.411955,0.714367,3.98935,0.605336,1.471447,724.737299
2,12.488037,3.988115,2.567167,18.457648,81.158542,1.941408,1.791319,0.475752,1.416844,3.484183,1.092206,2.031988,502.910973
1,12.927582,1.92747,2.138339,15.150375,110.134965,2.753201,2.54181,0.265251,1.46177,6.450453,1.084126,3.51423,895.602673
3,13.6982,3.066794,2.231941,20.619371,90.757565,1.595248,2.64234,0.18904,2.117536,4.767622,0.576739,1.631988,658.16543
3,13.037846,3.135231,2.74127,23.057191,124.878921,1.987162,0.665618,0.267911,1.10337,3.336485,0.641218,2.457986,894.812905
3,13.254056,4.324025,2.21608,17.313256,101.31604,1.267538,0.461289,0.516396,1.169182,6.773697,0.790872,1.504425,604.96845
1,13.625215,1.863959,2.269108,20.120081,100.681273,2.24932,2.936761,0.305073,1.293609,6.449698,1.215148,3.555738,1128.355246
1,13.475793,1.605718,1.750218,18.176191,87.733467,2.404778,1.916274,0.231851,1.478077,6.742803,1.116402,3.313002,1303.370008
2,12.735262,4.648508,2.211236,20.82397,91.53686,1.967206,1.79904,0.429054,1.410104,2.212227,0.866668,1.460047,409.664578
2,12.045501,0.997775,2.778887,18.851928,96.642877,3.251103,0.691445,0.260227,1.411297,4.359493,1.319032,3.03415,699.999025
3,13.53152,1.393044,2.249247,24.150328,85.666704,2.324163,1.381644,0.275215,1.599244,6.457485,1.06396,1.654159,385.804847
2,11.975481,1.103231,2.141285,16.512263,91.996389,2.389944,1.324868,0.593044,0.80053,2.514754,0.977471,3.443833,457.083602
1,13.645599,1.855784,2.285398,17.150149,107.541576,2.442926,1.893918,0.265979,1.581004,4.847582,0.957936,3.256128,1138.509791
3,11.706115,2.428277,2.235189,18.250349,98.320793,1.843018,0.749503,0.416657,1.111851,9.188251,0.701636,1.482182,672.470795
3,12.9868,2.952268,2.422469,17.929062,93.209452,1.605727,0.480464,0.362,1.316069,6.06367,1.080788,2.632112,975.525046
2,12.06692,1.259573,2.052239,17.739567,78.495715,1.61986,0.584709,0.28083,0.873377,3.546421,1.187622,3.225544,501.827379
2,11.998469,1.757886,2.573573,17.849474,100.942376,1.707426,1.261236,0.461442,1.273365,2.736144,1.127745,1.664099,539.409686
1,12.973779,1.513172,2.538327,15.868044,112.454338,3.692364,2.488715,0.326611,1.987288,4.760035,1.113743,2.828388,961.268921
2,12.641408,1.576715,2.875789,24.952121,97.521735,2.699631,4.153076,0.576834,1.859996,6.101671,1.389182,3.40088,427.467816
3,12.269637,2.397077,2.190087,17.716663,110.623555,2.43149,1.027051,0.633585,0.677519,9.742972,0.643758,2.166726,931.93286
2,12.682566,3.039099,1.889603,19.747037,84.319229,2.320761,1.87427,0.268961,1.850897,2.658276,1.065095,2.865256,433.822718
3,12.529625,4.233447,2.506103,21.415038,110.685459,1.784389,0.744679,0.415032,0.859205,9.615642,0.640292,1.714642,622.695315
2,12.445681,2.626344,2.620619,21.397904,104.778693,2.310344,1.53153,0.27974,1.281436,5.071498,0.936158,1.759037,741.766776
3,13.086686,2.5367,2.372611,16.620052,92.057024,2.03078,1.306408,0.327885,1.391012,10.473354,0.667159,1.922147,929.386259
2,12.761674,1.576302,2.674282,19.276837,82.826114,2.153213,1.724939,0.306906,1.630647,3.648223,0.875314,2.57541,494.250194
2,11.892682,4.748144,1.744393,16.589742,83.565156,1.752843,1.217541,0.264114,0.726894,1.939376,0.976356,2.090005,592.231046
1,14.182217,1.536501,2.263996,17.734119,118.56439,2.389172,2.76453,0.178302,1.58884,3.069952,1.094738,2.827953,1000.4277
3,13.129157,4.321745,2.979183,25.504667,99.639594,1.957251,1.353258,0.299701,1.141383,2.1457,0.63714,1.518939,638.719403
2,13.045486,3.141988,2.445697,17.512395,99.209221,2.084695,1.902316,0.448785,1.51052,2.236174,1.259448,3.726104,463.041827
2,11.722712,2.442052,2.502121,22.919297,106.877652,3.326591,3.06107,0.363766,2.73491,3.656096,1.386441,2.717713,271.936065
3,12.671953,3.748292,2.285028,14.84659,107.176102,1.310709,0.627874,0.419528,0.779355,10.387787,0.551978,1.228896,680.994216
3,13.233443,4.065736,2.222629,18.358327,155.253737,1.756243,2.635637,0.329819,1.161274,7.5807,0.641173,3.109553,974.190836
1,12.519621,2.069813,2.839884,17.277084,89.03761,2.560434,2.971482,0.328638,1.288507,6.123783,1.079994,2.653931,1331.271435
2,12.148406,1.415254,2.405775,18.073338,108.498705,1.784714,1.913938,0.419141,1.419658,4.959773,1.081055,3.234793,277.320369
2,12.029925,2.883719,2.479362,17.187686,90.806066,1.46347,1.229786,0.241584,1.414073,2.699576,0.66597,2.951957,608.077077
1,13.183248,1.741128,1.963683,17.498241,98.387236,2.328867,2.644077,0.409133,1.524721,3.552203,1.041638,3.506017,1016.092994
3,13.595366,2.351525,2.70723,22.191735,121.725662,1.277075,0.766777,0.558648,1.532518,3.986765,0.805831,2.173282,926.955755
3,12.53442,1.248657,1.868071,20.569901,110.161799,2.335911,3.93308,0.289462,0.529456,5.17187,0.631495,1.244214,374.955664
2,13.99938,1.178238,2.205006,23.4704,99.431327,2.368442,3.616523,0.191208,1.267494,3.822718,0.753889,2.151516,673.172511
1,13.328002,1.560339,2.382652,18.031551,90.92592,3.131144,3.904771,0.330454,2.708178,6.391818,0.949161,2.010237,1123.37008
1,13.24315,1.816422,2.348461,20.982363,123.272278,2.685789,1.142449,0.606156,1.597604,5.582808,0.911389,2.684092,1502.364872
2,12.263886,1.509349,2.237488,18.309934,105.988756,2.755888,2.884624,0.120727,2.515684,2.426299,1.321172,2.921363,425.621661
3,14.203064,4.676959,2.226695,24.986495,93.24114,1.065127,0.771609,0.546304,1.276021,4.944693,0.728866,2.533367,677.301187
1,14.115572,1.2023,2.410034,23.137398,90.355986,2.424368,2.538234,0.246827,1.750321,11.717397,0.941218,3.53433,886.453272
3,12.517946,2.602293,2.412043,19.140911,125.236322,3.133897,3.560008,0.172197,2.801379,6.501591,1.161654,2.890687,966.588335
2,12.389445,1.049444,2.242956,21.158067,91.668779,1.68062,1.317582,0.363725,1.441436,2.269445,1.360983,2.093556,561.307444
2,12.422468,3.046622,2.43357,19.275452,89.564292,2.647292,2.524808,0.247886,1.777906,1.883795,1.05075,2.830982,289.974412
2,14.054045,0.995416,2.038724,23.022975,105.099358,2.409208,1.249906,0.622476,1.585075,3.612432,1.066508,1.998975,749.8486
1,14.196431,1.672978,2.461813,15.090403,109.572106,1.862464,1.940841,0.270156,1.503166,8.191759,1.327604,2.749963,1193.524363
2,12.699006,1.406505,1.789933,13.200778,89.631331,1.904714,0.920352,0.444194,1.013332,1.72257,1.209552,3.461953,545.414842
3,11.798549,2.028663,1.981843,21.961562,93.448101,1.6466,0.613441,0.554924,2.087636,7.712708,0.764358,2.717114,826.373227
3,14.303415,1.364421,2.373212,16.846837,85.148458,1.538805,0.361567,0.487362,1.337946,8.422833,0.615908,1.430566,663.681231
2,12.636636,1.074564,1.856027,21.351268,120.443437,2.97142,3.744934,0.269488,1.790664,2.960323,1.179846,1.970944,374.861463
3,14.322007,1.668398,2.571587,21.370738,108.696413,1.993409,0.521076,0.323505,0.672774,4.345775,0.687361,1.738495,643.460928
3,13.096968,4.106415,1.906063,15.17327,92.507538,2.587349,4.02069,0.270758,0.821391,9.715585,0.596483,1.53516,710.688128
2,12.79308,1.84919,2.296591,27.780917,80.229071,2.70531,1.451294,0.462664,1.203053,6.010713,1.266373,3.059574,423.15076
2,11.921826,1.442773,2.041069,17.931611,81.083378,1.779176,1.365698,0.243069,1.4005,2.098947,1.234905,2.81897,626.433148
1,14.00036,1.449007,2.24085,16.298307,100.056376,2.27837,2.605622,0.30053,1.904894,5.373023,0.715853,2.787374,850.411472
3,13.105112,1.951124,2.521646,14.924342,88.411558,2.396674,3.611012,0.41496,2.576331,4.931974,1.529918,1.706365,1198.827367
3,12.939791,1.591617,1.910379,13.477539,93.366805,2.083247,3.136379,0.209953,1.910966,3.720406,0.653672,1.459402,678.652453
3,12.678454,4.721581,2.366175,20.474044,84.745033,1.396919,0.620127,0.595738,2.03846,10.572872,0.537677,1.292933,676.764758
1,14.252855,2.779965,2.390627,14.693403,99.542288,1.548562,0.516623,0.275396,1.259499,6.369892,0.785475,2.780803,1004.234627
1,13.336344,1.699995,2.483498,18.076689,132.189543,2.330904,3.350436,0.292163,1.20588,3.24759,1.095308,3.545827,909.757027
3,12.990114,4.075146,2.20595,18.537816,83.125419,1.75054,0.529323,0.432549,1.4125,8.044224,0.651715,1.332347,727.675492
1,14.430577,1.323156,2.620275,22.214181,105.251071,1.446465,0.352552,0.270821,0.953867,2.644438,0.968285,2.799917,359.955372
2,13.973835,1.303277,1.948377,13.653705,76.410484,2.407847,1.036383,0.391761,1.392994,3.898315,1.061696,3.309461,704.658767
1,13.339783,1.803303,2.214935,14.670234,111.905068,3.157237,3.397802,0.16378,1.828197,3.169018,1.292976,3.100835,1219.147072
2,12.748521,1.432939,2.172009,21.267744,83.522736,3.397918,3.618905,0.40271,1.501812,5.938814,0.925639,2.584145,472.491917
3,13.525236,1.598636,2.52798,21.561741,122.81973,1.768388,0.617952,0.584914,1.239658,10.192957,0.924496,2.092454,686.723139
2,12.466778,1.983588,2.109482,21.623938,85.675353,1.573001,1.590212,0.313001,0.583202,2.259414,0.974716,3.551048,395.306013
2,13.179204,1.233664,3.009102,25.191823,89.116402,2.654369,3.422631,0.417622,2.083304,3.108218,1.304178,2.725832,388.584677
3,13.748793,1.31796,2.261531,21.606888,140.117698,1.970538,3.516041,0.447904,2.076412,5.23768,0.554638,1.579967,412.508541
3,13.075993,4.099183,2.344229,20.962409,94.601863,2.624491,2.625149,0.328209,1.828086,8.721229,0.886467,1.522532,568.571688
1,13.335543,3.404952,2.838636,17.486597,105.01259,2.826681,3.392897,0.191096,1.712988,6.246504,1.05014,2.953278,1476.747308
3,12.399722,4.436624,2.534987,20.706093,121.154703,1.563436,0.610375,0.518355,1.854235,5.353,0.701031,1.371909,688.141247
1,11.776667,1.59168,2.368473,16.764146,98.730483,2.413732,3.268631,0.25132,1.936273,6.30954,0.9403,2.773804,920.909319
2,12.408331,1.611154,2.222914,21.948421,100.404377,1.949534,2.168971,0.401713,1.199209,3.029685,0.962969,2.028875,439.229835
2,11.712969,5.423159,2.802929,25.232145,80.481781,1.441454,0.640897,0.367928,0.803151,2.619848,0.812358,3.274021,533.159595
2,11.891489,4.461394,2.390323,19.853515,97.233206,2.602701,2.83122,0.277853,1.491509,9.43498,1.275336,2.955006,398.100198
